"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","80","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testCreateJob","testCreateJob",""
"failed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","150","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testAddJobToView","testAddJobToView",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","237","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testCreateView","testCreateView",""
"skipped","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","1","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testRemoveJobFromView","testRemoveJobFromView",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","31","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testGetAllJobs","testGetAllJobs",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","17","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testDeleteJobViaHttpDelete","testDeleteJobViaHttpDelete",""
"skipped","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","0","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testDeleteViewViaDoDelete","testDeleteViewViaDoDelete",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","13","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testCreatePipeline","testCreatePipeline",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","119","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testDeleteJobViaDoDelete","testDeleteJobViaDoDelete",""
"passed","Tue Jul 02 06:37:33 GMT 2024","Tue Jul 02 06:37:33 GMT 2024","48","Surefire suite","Surefire test","school.redrover.APIJenkins1Test","school.redrover.APIJenkins1Test","testCopyJob","testCopyJob",""
