"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 17:20:15 GMT 2024","Sat Jun 01 17:20:15 GMT 2024","246","Command line suite","Command line test","school.redrover.PipelineTest","school.redrover.PipelineTest","testRunBuildByTriangleButton","testRunBuildByTriangleButton",""
"passed","Sat Jun 01 17:10:49 GMT 2024","Sat Jun 01 17:10:51 GMT 2024","1425","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testOpenConfigurePageOfProject","testOpenConfigurePageOfProject",""
"passed","Sat Jun 01 17:17:20 GMT 2024","Sat Jun 01 17:17:21 GMT 2024","1223","Command line suite","Command line test","school.redrover.NodesTest","school.redrover.NodesTest","testCreateNewNodeWithName","testCreateNewNodeWithName",""
"passed","Sat Jun 01 17:10:13 GMT 2024","Sat Jun 01 17:10:13 GMT 2024","259","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testCreateProjectInvalidCharsGetMassage","testCreateProjectInvalidCharsGetMassage",""
"passed","Sat Jun 01 17:13:38 GMT 2024","Sat Jun 01 17:13:39 GMT 2024","853","Command line suite","Command line test","school.redrover.ManageJenkinsTest","school.redrover.ManageJenkinsTest","testManageJenkinsLinks","testManageJenkinsLinks",""
"passed","Sat Jun 01 17:14:30 GMT 2024","Sat Jun 01 17:14:31 GMT 2024","776","Command line suite","Command line test","school.redrover.ManageJenkinsTest","school.redrover.ManageJenkinsTest","testTooltipAppears","testTooltipAppears",""
"passed","Sat Jun 01 17:23:49 GMT 2024","Sat Jun 01 17:23:49 GMT 2024","674","Command line suite","Command line test","school.redrover.MultibranchPipelineTest","school.redrover.MultibranchPipelineTest","testVerifyStatusToSwitchingEnableMultibranchPipeline","testVerifyStatusToSwitchingEnableMultibranchPipeline",""
"passed","Sat Jun 01 17:16:39 GMT 2024","Sat Jun 01 17:16:41 GMT 2024","1705","Command line suite","Command line test","school.redrover.FolderTest","school.redrover.FolderTest","testRenameFolderViaMainPageDropdownMenu","testRenameFolderViaMainPageDropdownMenu",""
"passed","Sat Jun 01 17:19:40 GMT 2024","Sat Jun 01 17:19:40 GMT 2024","223","Command line suite","Command line test","school.redrover.PipelineTest","school.redrover.PipelineTest","testCheckBuildsHistoryDescendingOrder","testCheckBuildsHistoryDescendingOrder",""
"passed","Sat Jun 01 17:16:23 GMT 2024","Sat Jun 01 17:16:24 GMT 2024","1009","Command line suite","Command line test","school.redrover.DashboardTest","school.redrover.DashboardTest","testFolderChevronMenu","testFolderChevronMenu",""
"passed","Sat Jun 01 17:12:43 GMT 2024","Sat Jun 01 17:12:44 GMT 2024","907","Command line suite","Command line test","school.redrover.UserTest","school.redrover.UserTest","testErrorMessageForEmptyField","testErrorMessageForEmptyField",""
"passed","Sat Jun 01 17:15:08 GMT 2024","Sat Jun 01 17:15:09 GMT 2024","322","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Sat Jun 01 17:10:35 GMT 2024","Sat Jun 01 17:10:40 GMT 2024","5199","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testBuildNowProject","testBuildNowProject",""
"passed","Sat Jun 01 17:10:15 GMT 2024","Sat Jun 01 17:10:16 GMT 2024","375","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testCreateProjectInvalidCharsGetMassage","testCreateProjectInvalidCharsGetMassage",""
